96|EG.680 Uone|http://www.electronicgroove.com/Podcast/eg680.mp3|EG.680 Uone|2018.04.09-00:00:00|True|eg680.mp3|600000|11
97|EG.715 Niko Schwind|http://www.electronicgroove.com/Podcast/eg715.mp3|EG.715 Niko Schwind|2018.12.24-00:00:00|False||600000|11
98|EG.714 Outcome|http://www.electronicgroove.com/Podcast/eg714.mp3|EG.714 Outcome|2018.12.17-00:00:00|False||600000|11
99|EG.713 Budakid|http://www.electronicgroove.com/Podcast/eg713.mp3|EG.713 Budakid|2018.12.10-00:00:00|False||600000|11
100|EG.712 Bonjour Ben|http://www.electronicgroove.com/Podcast/eg712.mp3|EG.712 Bonjour Ben|2018.11.26-00:00:00|False||600000|11
101|EG.711 Nick Warren|http://www.electronicgroove.com/Podcast/eg711.mp3|EG.711 Nick Warren|2018.11.12-00:00:00|False||600000|11
102|EG.710 DJ S.K.T|http://www.electronicgroove.com/Podcast/eg710.mp3|EG.710 DJ S.K.T|2018.11.05-00:00:00|False||600000|11
103|EG.709 Soundexile|http://www.electronicgroove.com/Podcast/eg709.mp3|EG.709 Soundexile|2018.10.29-00:00:00|True|eg709.mp3|86384327|11
104|EG.708 m.O.N.R.O.E.|http://www.electronicgroove.com/Podcast/eg708.mp3|EG.708 m.O.N.R.O.E.|2018.10.22-00:00:00|False||600000|11
105|EG.707 Frankey and Sandrino|http://www.electronicgroove.com/Podcast/eg707.mp3|EG.707 Frankey and Sandrino|2018.10.15-00:00:00|False||600000|11
106|EG.706 Fur Coat|http://www.electronicgroove.com/Podcast/eg706.mp3|EG.706 Fur Coat|2018.10.08-00:00:00|False||600000|11
107|EG.705 Robbie Akbal|http://www.electronicgroove.com/Podcast/eg705.mp3|EG.705 Robbie Akbal|2018.10.01-00:00:00|False||600000|11
108|EG.704 Kevin Knapp|http://www.electronicgroove.com/Podcast/eg704.mp3|EG.704 Kevin Knapp|2018.09.24-00:00:00|False||600000|11
109|EG.703 Djeff|http://www.electronicgroove.com/Podcast/eg703.mp3|EG.703 Djeff|2018.09.17-00:00:00|False||600000|11
110|EG.702 Saand|http://www.electronicgroove.com/Podcast/eg702.mp3|EG.701 Lee Curtiss|2018.09.10-00:00:00|False||600000|11
111|EG.701 Lee Curtiss|http://www.electronicgroove.com/Podcast/eg701.mp3|EG.701 Lee Curtiss|2018.09.03-00:00:00|False||600000|11
112|EG.699 3D|http://www.electronicgroove.com/Podcast/eg699.mp3|EG.699 3D|2018.08.27-00:00:00|True|eg699.mp3|91652946|11
113|EG.698 Alle Farben|http://www.electronicgroove.com/Podcast/eg698.mp3|EG.698 Alle Farben|2018.08.13-00:00:00|True|eg698.mp3|87289344|11
114|EG.697 Chicola|http://www.electronicgroove.com/Podcast/eg694.mp3|EG.697 Chicola|2018.08.06-00:00:00|True|eg697.mp3|91828243|11
115|EG.696 Deian|http://www.electronicgroove.com/Podcast/eg696.mp3|EG.696 Deian|2018.07.30-00:00:00|True|eg696.mp3|86870864|11
116|EG.695 The Drifter|http://www.electronicgroove.com/Podcast/eg695.mp3|EG.695 The Drifter|2018.07.23-00:00:00|True|eg695.mp3|95575232|11
117|EG.693 Mihalis Safras|http://www.electronicgroove.com/Podcast/eg693.mp3|EG.693 Mihalis Safras|2018.07.09-00:00:00|True|eg693.mp3|75666227|11
118|EG.692 SAAND|http://www.electronicgroove.com/Podcast/eg692.mp3|EG.692 SAAND|2018.07.02-00:00:00|True|eg692.mp3|91784989|11
119|EG.691 Sebastien Leger|http://www.electronicgroove.com/Podcast/eg691.mp3|EG.691 Sebastien Leger|2018.06.25-00:00:00|True|eg691.mp3|93422938|11
